"","Results.reception.time","MD5.hash.of.participant.s.IP.address","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","Value","EventTime","condition","itemLabel","filename","Comments"
"1141",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",29,0,"fillers","NULL","PennController","34","_Trial_","End",1651023778427,"f_norhyme","f20_f_norhyme","f20.png","NULL"
"1142",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",6,0,"experimental-trials","NULL","PennController","11","_Trial_","Start",1651023778431,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","NULL"
"1143",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",6,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651023790588,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","Yes;No"
"1144",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",6,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651023831304,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","alt1;alt2;IT"
"1145",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",6,0,"experimental-trials","NULL","PennController","11","_Trial_","End",1651023833819,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","NULL"
"1146",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",15,0,"fillers","NULL","PennController","20","_Trial_","Start",1651023833822,"f_rhyme","f2_f_rhyme","f2.png","NULL"
"1147",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",15,0,"fillers","NULL","PennController","20","_Trial_","End",1651023842867,"f_rhyme","f2_f_rhyme","f2.png","NULL"
"1148",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",25,0,"fillers","NULL","PennController","30","_Trial_","Start",1651023842869,"f_rhyme","f12_f_rhyme","f12.png","NULL"
"1149",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",25,0,"fillers","NULL","PennController","30","_Trial_","End",1651023897660,"f_rhyme","f12_f_rhyme","f12.png","NULL"
"1150",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",13,0,"experimental-trials","NULL","PennController","18","_Trial_","Start",1651023897664,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","NULL"
"1151",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",13,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651023908491,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","Yes;No"
"1152",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",13,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651023909838,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","alt2;IT;alt1"
"1153",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",13,0,"experimental-trials","NULL","PennController","18","_Trial_","End",1651023913650,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","NULL"
"1154",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",38,0,"feedback","NULL","PennController","2","_Trial_","Start",1651023913653,"NULL","","",""
"1155",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",38,0,"feedback","NULL","TextInput","feedback","Final","Leave your feedback here.",1651023939670,"NULL","","",""
"1156",1651023940,"68605a6f0e84714cd1fedb708b1e3a59","PennController",38,0,"feedback","NULL","PennController","2","_Trial_","End",1651023939671,"NULL","","",""
"1157",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",0,0,"consent","NULL","PennController","0","_Trial_","Start",1651023623373,"NULL","","",""
"1158",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",0,0,"consent","NULL","PennController","0","_Trial_","End",1651023915899,"NULL","","",""
"1159",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","Start",1651023915902,"NULL","","",""
"1160",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","End",1651023918541,"NULL","","",""
"1161",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",31,0,"fillers","NULL","PennController","36","_Trial_","Start",1651023918542,"f_norhyme","f22_f_norhyme","f22.png","NULL"
"1162",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",31,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651023931088,"f_norhyme","f22_f_norhyme","f22.png","IT;alt2;alt1"
"1163",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",31,0,"fillers","NULL","PennController","36","_Trial_","End",1651023935740,"f_norhyme","f22_f_norhyme","f22.png","NULL"
"1164",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",5,0,"experimental-trials","NULL","PennController","10","_Trial_","Start",1651023935742,"IT%2C ALT-IT","warm_both","none_clean_2a.jpg","NULL"
"1165",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",5,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651023945046,"IT%2C ALT-IT","warm_both","none_clean_2a.jpg","Yes;No"
"1166",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",5,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651023946431,"IT%2C ALT-IT","warm_both","none_clean_2a.jpg","alt2;alt1;IT"
"1167",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",5,0,"experimental-trials","NULL","PennController","10","_Trial_","End",1651023948590,"IT%2C ALT-IT","warm_both","none_clean_2a.jpg","NULL"
"1168",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",25,0,"fillers","NULL","PennController","30","_Trial_","Start",1651023948592,"f_rhyme","f12_f_rhyme","f12.png","NULL"
"1169",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",25,0,"fillers","NULL","PennController","30","_Trial_","End",1651023957029,"f_rhyme","f12_f_rhyme","f12.png","NULL"
"1170",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",27,0,"fillers","NULL","PennController","32","_Trial_","Start",1651023957030,"f_norhyme","f18_f_norhyme","f18.png","NULL"
"1171",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",27,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651023967170,"f_norhyme","f18_f_norhyme","f18.png","IT;alt1;alt2"
"1172",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",27,0,"fillers","NULL","PennController","32","_Trial_","End",1651023968515,"f_norhyme","f18_f_norhyme","f18.png","NULL"
"1173",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",3,0,"experimental-trials","NULL","PennController","8","_Trial_","Start",1651023968517,"IT ONLY","alcohol_it","trochaic_clean_1b.jpg","NULL"
"1174",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",3,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651024060559,"IT ONLY","alcohol_it","trochaic_clean_1b.jpg","Yes;No"
"1175",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",3,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651024061766,"IT ONLY","alcohol_it","trochaic_clean_1b.jpg","alt1;IT;alt2"
"1176",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",3,0,"experimental-trials","NULL","PennController","8","_Trial_","End",1651024063164,"IT ONLY","alcohol_it","trochaic_clean_1b.jpg","NULL"
"1177",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",33,0,"fillers","NULL","PennController","38","_Trial_","Start",1651024063166,"f_norhyme","f24_f_norhyme","f24.png","NULL"
"1178",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",33,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651024072913,"f_norhyme","f24_f_norhyme","f24.png","IT;alt1;alt2"
"1179",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",33,0,"fillers","NULL","PennController","38","_Trial_","End",1651024074399,"f_norhyme","f24_f_norhyme","f24.png","NULL"
"1180",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",24,0,"fillers","NULL","PennController","29","_Trial_","Start",1651024074400,"f_rhyme","f11_f_rhyme","f11.png","NULL"
"1181",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",24,0,"fillers","NULL","PennController","29","_Trial_","End",1651024084350,"f_rhyme","f11_f_rhyme","f11.png","NULL"
"1182",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",13,0,"experimental-trials","NULL","PennController","18","_Trial_","Start",1651024084351,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","NULL"
"1183",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",13,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651024094196,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","Yes;No"
"1184",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",13,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651024095331,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","alt2;IT;alt1"
"1185",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",13,0,"experimental-trials","NULL","PennController","18","_Trial_","End",1651024096987,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","NULL"
"1186",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",26,0,"fillers","NULL","PennController","31","_Trial_","Start",1651024096988,"f_norhyme","f17_f_norhyme","f17.png","NULL"
"1187",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",26,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651024107179,"f_norhyme","f17_f_norhyme","f17.png","alt1;IT;alt2"
"1188",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",26,0,"fillers","NULL","PennController","31","_Trial_","End",1651024108375,"f_norhyme","f17_f_norhyme","f17.png","NULL"
"1189",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",32,0,"fillers","NULL","PennController","37","_Trial_","Start",1651024108377,"f_norhyme","f23_f_norhyme","f23.png","NULL"
"1190",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",32,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651024118430,"f_norhyme","f23_f_norhyme","f23.png","alt1;alt2;IT"
"1191",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",32,0,"fillers","NULL","PennController","37","_Trial_","End",1651024120109,"f_norhyme","f23_f_norhyme","f23.png","NULL"
"1192",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",10,0,"experimental-trials","NULL","PennController","15","_Trial_","Start",1651024120110,"ALT-IT ONLY","exhausted_alt","trochaic_clean_3a.png","NULL"
"1193",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",10,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651024128522,"ALT-IT ONLY","exhausted_alt","trochaic_clean_3a.png","Yes;No"
"1194",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",10,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651024160354,"ALT-IT ONLY","exhausted_alt","trochaic_clean_3a.png","alt2;alt1;IT"
"1195",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",10,0,"experimental-trials","NULL","PennController","15","_Trial_","End",1651024162033,"ALT-IT ONLY","exhausted_alt","trochaic_clean_3a.png","NULL"
"1196",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",18,0,"fillers","NULL","PennController","23","_Trial_","Start",1651024162034,"f_rhyme","f5_f_rhyme","f5.png","NULL"
"1197",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",18,0,"fillers","NULL","PennController","23","_Trial_","End",1651024183177,"f_rhyme","f5_f_rhyme","f5.png","NULL"
"1198",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",15,0,"fillers","NULL","PennController","20","_Trial_","Start",1651024183178,"f_rhyme","f2_f_rhyme","f2.png","NULL"
"1199",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",15,0,"fillers","NULL","PennController","20","_Trial_","End",1651024196996,"f_rhyme","f2_f_rhyme","f2.png","NULL"
"1200",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",12,0,"experimental-trials","NULL","PennController","17","_Trial_","Start",1651024196997,"CONTROL","mailed_control","iambic_clean_2b.jpg","NULL"
"1201",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",12,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651024205546,"CONTROL","mailed_control","iambic_clean_2b.jpg","Yes;No"
"1202",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",12,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651024222677,"CONTROL","mailed_control","iambic_clean_2b.jpg","alt1;alt2;IT"
"1203",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",12,0,"experimental-trials","NULL","PennController","17","_Trial_","End",1651024224490,"CONTROL","mailed_control","iambic_clean_2b.jpg","NULL"
"1204",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",36,0,"fillers","NULL","PennController","41","_Trial_","Start",1651024224492,"f_norhyme","f27_f_norhyme","f27.png","NULL"
"1205",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",36,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651024241881,"f_norhyme","f27_f_norhyme","f27.png","IT;alt1;alt2"
"1206",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",36,0,"fillers","NULL","PennController","41","_Trial_","End",1651024243682,"f_norhyme","f27_f_norhyme","f27.png","NULL"
"1207",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",28,0,"fillers","NULL","PennController","33","_Trial_","Start",1651024243684,"f_norhyme","f19_f_norhyme","f19.png","NULL"
"1208",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",28,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651024261633,"f_norhyme","f19_f_norhyme","f19.png","alt1;IT;alt2"
"1209",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",28,0,"fillers","NULL","PennController","33","_Trial_","End",1651024262811,"f_norhyme","f19_f_norhyme","f19.png","NULL"
"1210",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",6,0,"experimental-trials","NULL","PennController","11","_Trial_","Start",1651024262813,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","NULL"
"1211",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",6,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651024271223,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","Yes;No"
"1212",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",6,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651024289282,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","alt1;alt2;IT"
"1213",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",6,0,"experimental-trials","NULL","PennController","11","_Trial_","End",1651024290840,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","NULL"
"1214",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",37,0,"fillers","NULL","PennController","42","_Trial_","Start",1651024290841,"f_norhyme","f28_f_norhyme","f28.png","NULL"
"1215",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",37,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651024348480,"f_norhyme","f28_f_norhyme","f28.png","IT;alt2;alt1"
"1216",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",37,0,"fillers","NULL","PennController","42","_Trial_","End",1651024350777,"f_norhyme","f28_f_norhyme","f28.png","NULL"
"1217",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",16,0,"fillers","NULL","PennController","21","_Trial_","Start",1651024350778,"f_rhyme","f3_f_rhyme","f3.png","NULL"
"1218",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",16,0,"fillers","NULL","PennController","21","_Trial_","End",1651024359928,"f_rhyme","f3_f_rhyme","f3.png","NULL"
"1219",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",9,0,"experimental-trials","NULL","PennController","14","_Trial_","Start",1651024359929,"IT%2C ALT-IT","store_both","dactyl_clean_1b.jpg","NULL"
"1220",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",9,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651024368647,"IT%2C ALT-IT","store_both","dactyl_clean_1b.jpg","Yes;No"
"1221",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",9,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651024370289,"IT%2C ALT-IT","store_both","dactyl_clean_1b.jpg","alt2;alt1;IT"
"1222",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",9,0,"experimental-trials","NULL","PennController","14","_Trial_","End",1651024372177,"IT%2C ALT-IT","store_both","dactyl_clean_1b.jpg","NULL"
"1223",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",20,0,"fillers","NULL","PennController","25","_Trial_","Start",1651024372179,"f_rhyme","f7_f_rhyme","f7.png","NULL"
"1224",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",20,0,"fillers","NULL","Selector","answer-alt","Selection","alt1",1651024473667,"f_rhyme","f7_f_rhyme","f7.png","alt2;IT;alt1"
"1225",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",20,0,"fillers","NULL","PennController","25","_Trial_","End",1651024478911,"f_rhyme","f7_f_rhyme","f7.png","NULL"
"1226",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",29,0,"fillers","NULL","PennController","34","_Trial_","Start",1651024478913,"f_norhyme","f20_f_norhyme","f20.png","NULL"
"1227",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",29,0,"fillers","NULL","Selector","answer-alt","Selection","alt2",1651024527345,"f_norhyme","f20_f_norhyme","f20.png","IT;alt2;alt1"
"1228",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",29,0,"fillers","NULL","PennController","34","_Trial_","End",1651024528812,"f_norhyme","f20_f_norhyme","f20.png","NULL"
"1229",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",2,0,"experimental-trials","NULL","PennController","7","_Trial_","Start",1651024528813,"ALT-IT ONLY","weightless_alt","anapest_clean_1a.jpg","NULL"
"1230",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",2,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651024537636,"ALT-IT ONLY","weightless_alt","anapest_clean_1a.jpg","Yes;No"
"1231",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",2,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651024540174,"ALT-IT ONLY","weightless_alt","anapest_clean_1a.jpg","IT;alt2;alt1"
"1232",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",2,0,"experimental-trials","NULL","PennController","7","_Trial_","End",1651024561178,"ALT-IT ONLY","weightless_alt","anapest_clean_1a.jpg","NULL"
"1233",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",22,0,"fillers","NULL","PennController","27","_Trial_","Start",1651024561179,"f_rhyme","f9_f_rhyme","f9.png","NULL"
"1234",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",22,0,"fillers","NULL","PennController","27","_Trial_","End",1651024590482,"f_rhyme","f9_f_rhyme","f9.png","NULL"
"1235",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",30,0,"fillers","NULL","PennController","35","_Trial_","Start",1651024590483,"f_norhyme","f21_f_norhyme","f21.png","NULL"
"1236",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",30,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651024630490,"f_norhyme","f21_f_norhyme","f21.png","IT;alt1;alt2"
"1237",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",30,0,"fillers","NULL","PennController","35","_Trial_","End",1651024632105,"f_norhyme","f21_f_norhyme","f21.png","NULL"
"1238",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",8,0,"experimental-trials","NULL","PennController","13","_Trial_","Start",1651024632106,"CONTROL","weeds_control","iambic_clean_1a.jpg","NULL"
"1239",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",8,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651024640706,"CONTROL","weeds_control","iambic_clean_1a.jpg","Yes;No"
"1240",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",8,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651024652341,"CONTROL","weeds_control","iambic_clean_1a.jpg","IT;alt1;alt2"
"1241",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",8,0,"experimental-trials","NULL","PennController","13","_Trial_","End",1651024654205,"CONTROL","weeds_control","iambic_clean_1a.jpg","NULL"
"1242",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",23,0,"fillers","NULL","PennController","28","_Trial_","Start",1651024654207,"f_rhyme","f10_f_rhyme","f10.png","NULL"
"1243",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",23,0,"fillers","NULL","PennController","28","_Trial_","End",1651024672530,"f_rhyme","f10_f_rhyme","f10.png","NULL"
"1244",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",14,0,"fillers","NULL","PennController","19","_Trial_","Start",1651024672531,"f_rhyme","f1_f_rhyme","f1.png","NULL"
"1245",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",14,0,"fillers","NULL","PennController","19","_Trial_","End",1651024687070,"f_rhyme","f1_f_rhyme","f1.png","NULL"
"1246",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",7,0,"experimental-trials","NULL","PennController","12","_Trial_","Start",1651024687071,"IT ONLY","seasoning_it","iambic_clean_2a.png","NULL"
"1247",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",7,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651024749172,"IT ONLY","seasoning_it","iambic_clean_2a.png","Yes;No"
"1248",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",7,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651024760415,"IT ONLY","seasoning_it","iambic_clean_2a.png","alt1;alt2;IT"
"1249",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",7,0,"experimental-trials","NULL","PennController","12","_Trial_","End",1651024762587,"IT ONLY","seasoning_it","iambic_clean_2a.png","NULL"
"1250",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",35,0,"fillers","NULL","PennController","40","_Trial_","Start",1651024762588,"f_norhyme","f26_f_norhyme","f26.png","NULL"
"1251",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",35,0,"fillers","NULL","Selector","answer-alt","Selection","alt1",1651024804961,"f_norhyme","f26_f_norhyme","f26.png","alt2;IT;alt1"
"1252",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",35,0,"fillers","NULL","PennController","40","_Trial_","End",1651024806527,"f_norhyme","f26_f_norhyme","f26.png","NULL"
"1253",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",34,0,"fillers","NULL","PennController","39","_Trial_","Start",1651024806529,"f_norhyme","f25_f_norhyme","f25.png","NULL"
"1254",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",34,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651024815968,"f_norhyme","f25_f_norhyme","f25.png","alt2;IT;alt1"
"1255",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",34,0,"fillers","NULL","PennController","39","_Trial_","End",1651024817726,"f_norhyme","f25_f_norhyme","f25.png","NULL"
"1256",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",4,0,"experimental-trials","NULL","PennController","9","_Trial_","Start",1651024817727,"CONTROL","nostril_control","anapest_clean_3a.png","NULL"
"1257",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",4,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651024826263,"CONTROL","nostril_control","anapest_clean_3a.png","Yes;No"
"1258",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",4,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651024846636,"CONTROL","nostril_control","anapest_clean_3a.png","alt2;IT;alt1"
"1259",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",4,0,"experimental-trials","NULL","PennController","9","_Trial_","End",1651024850776,"CONTROL","nostril_control","anapest_clean_3a.png","NULL"
"1260",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",21,0,"fillers","NULL","PennController","26","_Trial_","Start",1651024850777,"f_rhyme","f8_f_rhyme","f8.png","NULL"
"1261",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",21,0,"fillers","NULL","PennController","26","_Trial_","End",1651024864867,"f_rhyme","f8_f_rhyme","f8.png","NULL"
"1262",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",17,0,"fillers","NULL","PennController","22","_Trial_","Start",1651024864868,"f_rhyme","f4_f_rhyme","f4.png","NULL"
"1263",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",17,0,"fillers","NULL","PennController","22","_Trial_","End",1651024893096,"f_rhyme","f4_f_rhyme","f4.png","NULL"
"1264",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",11,0,"experimental-trials","NULL","PennController","16","_Trial_","Start",1651024893097,"IT ONLY","exam_it","dactyl_clean_1a.jpg","NULL"
"1265",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",11,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651024901907,"IT ONLY","exam_it","dactyl_clean_1a.jpg","Yes;No"
"1266",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",11,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651024903557,"IT ONLY","exam_it","dactyl_clean_1a.jpg","alt1;alt2;IT"
"1267",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",11,0,"experimental-trials","NULL","PennController","16","_Trial_","End",1651024905007,"IT ONLY","exam_it","dactyl_clean_1a.jpg","NULL"
"1268",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",19,0,"fillers","NULL","PennController","24","_Trial_","Start",1651024905008,"f_rhyme","f6_f_rhyme","f6.png","NULL"
"1269",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",19,0,"fillers","NULL","PennController","24","_Trial_","End",1651024917216,"f_rhyme","f6_f_rhyme","f6.png","NULL"
"1270",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",38,0,"feedback","NULL","PennController","2","_Trial_","Start",1651024917217,"NULL","","",""
"1271",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",38,0,"feedback","NULL","TextInput","feedback","Final","The poems disappeared too quickly. Keeping them up for longer or keeping them up while choosing the fill-in-the-blank word would help.",1651025040093,"NULL","","",""
"1272",1651025040,"e4b2caa27b0cdd0378029774841336d8","PennController",38,0,"feedback","NULL","PennController","2","_Trial_","End",1651025040094,"NULL","","",""
"1273",1651027670,"b2f197b9ab4d2d10484aa7fcb6f6c030","PennController",0,0,"consent","NULL","PennController","0","_Trial_","Start",1651027190945,"NULL","","",""
"1274",1651027670,"b2f197b9ab4d2d10484aa7fcb6f6c030","PennController",0,0,"consent","NULL","PennController","0","_Trial_","End",1651027194738,"NULL","","",""
"1275",1651027670,"b2f197b9ab4d2d10484aa7fcb6f6c030","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","Start",1651027194740,"NULL","","",""
"1276",1651027670,"b2f197b9ab4d2d10484aa7fcb6f6c030","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","End",1651027222030,"NULL","","",""
